2025-04-21 00:00:00,11368.98046875,105.47418212890625,12797.575481770833,104.6762564086914,False,0
2025-04-22 00:00:00,11654.830078125,105.8631362915039,12793.2526171875,104.69450103759766,False,0
2025-04-23 00:00:00,11849.25,106.17430114746094,12790.106217447918,104.71199897766114,False,0
2025-04-24 00:00:00,12089.3095703125,106.73828125,12788.536614583334,104.73250869750977,False,0
2025-04-25 00:00:00,12178.490234375,106.7868881225586,12787.798151041667,104.75402893066406,False,0
2025-04-28 00:00:00,12186.51953125,107.15640258789062,12785.717682291666,104.77643737792968,False,0
2025-04-29 00:00:00,12257.26953125,107.3411636352539,12784.269876302084,104.79823459625244,False,0
2025-04-30 00:00:00,12276.3896484375,107.46756744384766,12782.715071614582,104.8198482131958,False,0
2025-05-01 00:00:00,12353.8701171875,107.10113525390625,12781.466940104166,104.83996559143067,False,0
2025-05-02 00:00:00,12536.2001953125,106.54420471191406,12781.58947265625,104.85571537017822,False,0
2025-05-05 00:00:00,12456.83984375,106.43671417236328,12780.840872395833,104.87073574066162,False,0
2025-05-06 00:00:00,12361.16015625,106.75914764404297,12779.55673828125,104.8885195159912,False,0
2025-05-07 00:00:00,12414.98046875,106.86664581298828,12778.26947265625,104.90808803558349,False,0
2025-05-08 00:00:00,12487.0,106.4855728149414,12778.243671875,104.92637470245361,False,0
2025-05-09 00:00:00,12480.3095703125,106.58326721191406,12778.15673828125,104.94543781280518,False,0
2025-05-12 00:00:00,12888.1298828125,105.75273132324219,12780.92833984375,104.96188320159912,True,15
2025-05-13 00:00:00,12981.8896484375,106.00678253173828,12783.561536458334,104.97835159301758,True,14
2025-05-14 00:00:00,12995.7802734375,105.8992919921875,12787.090670572916,104.99265163421632,True,13
2025-05-15 00:00:00,13052.7197265625,106.20221710205078,12790.193802083333,105.00793849945069,True,12
2025-05-16 00:00:00,13145.8798828125,106.3878402709961,12793.318600260416,105.02376972198486,True,11
2025-05-19 00:00:00,13159.3095703125,106.39761352539062,12796.695065104166,105.03681964874268,True,10
2025-05-20 00:00:00,13108.51953125,106.24129486083984,12799.221731770833,105.04840091705323,True,9
2025-05-21 00:00:00,12897.419921875,105.66480255126953,12799.686998697916,105.05460132598877,True,8
2025-05-22 00:00:00,12891.9501953125,105.97745513916016,12800.7593359375,105.06087547302246,True,7
2025-05-23 00:00:00,12806.240234375,106.0751724243164,12800.862005208333,105.07066524505615,True,6
2025-05-27 00:00:00,13069.3203125,106.37808990478516,12802.732272135416,105.08355518341064,True,5
2025-05-28 00:00:00,12996.669921875,106.13380432128906,12803.774739583334,105.09570415496826,True,4
2025-05-29 00:00:00,13049.009765625,106.43671417236328,12805.318873697917,105.1080223083496,True,3
2025-05-30 00:00:00,13049.1298828125,106.7884750366211,12806.90400390625,105.120705909729,True,2
2025-06-02 00:00:00,13104.240234375,106.4289779663086,12809.64013671875,105.13048694610596,True,1
2025-06-03 00:00:00,13180.4501953125,106.33101654052734,12812.702805989584,105.1400664138794,True,0
2025-06-04 00:00:00,13181.9697265625,106.742431640625,12815.800338541667,105.15280807495117,True,0
2025-06-05 00:00:00,13113.4697265625,106.4289779663086,12818.215338541666,105.16417469024658,True,0
2025-06-06 00:00:00,13249.8095703125,105.8608169555664,12821.4020703125,105.17236415863037,True,0
2025-06-09 00:00:00,13263.1298828125,106.00775909423828,12824.95806640625,105.17922233581542,True,0
2025-06-10 00:00:00,13336.2900390625,106.0567398071289,12830.575065104167,105.18517234802246,True,0
2025-06-11 00:00:00,13299.8701171875,106.2330551147461,12835.60486328125,105.19363750457764,True,0
2025-06-12 00:00:00,13350.849609375,106.53671264648438,12841.205657552084,105.2008341217041,True,0
2025-06-13 00:00:00,13202.259765625,106.3799819946289,12844.791920572916,105.20719917297363,True,0
2025-06-16 00:00:00,13328.4296875,106.2330551147461,12847.083248697916,105.21282958984375,True,0
2025-06-17 00:00:00,13217.51953125,106.79139709472656,12847.98984375,105.22129962921143,True,0
2025-06-18 00:00:00,13213.8798828125,106.86976623535156,12848.525911458333,105.23088233947755,True,0
2025-06-20 00:00:00,13185.83984375,107.0558853149414,12848.79017578125,105.2430772781372,True,0
2025-06-23 00:00:00,13312.75,107.14404296875,12850.148841145834,105.25465560913086,True,0
2025-06-24 00:00:00,13461.099609375,107.28118896484375,12852.472369791667,105.26552597045898,True,0
2025-06-25 00:00:00,13461.169921875,107.33995819091797,12855.31490234375,105.27635375976563,True,0
2025-06-26 00:00:00,13569.2900390625,107.6534194946289,12860.014036458333,105.28841236114502,True,0
2025-06-27 00:00:00,13641.099609375,107.51627349853516,12864.842701822916,105.29858379364013,True,0
2025-06-30 00:00:00,13712.7099609375,107.79056549072266,12869.8063671875,105.30897331237793,True,0
2025-07-01 00:00:00,13697.6796875,107.7315673828125,12874.665234375,105.3187313079834,True,0
2025-07-02 00:00:00,13763.0400390625,107.68243408203125,12879.484967447917,105.32814750671386,True,0
2025-07-03 00:00:00,13879.98046875,107.49567413330078,12884.7791015625,105.33485168457031,True,0
2025-07-07 00:00:00,13771.1103515625,107.35806274414062,12889.0834375,105.33904167175292,True,0
2025-07-08 00:00:00,13761.330078125,107.26959228515625,12892.81583984375,105.3429814529419,True,0
2025-07-09 00:00:00,13844.919921875,107.67259979248047,12897.434772135417,105.35090671539307,True,0
2025-07-10 00:00:00,13884.8896484375,107.64311218261719,12901.819837239584,105.35709861755372,True,0
